comment,scale
Môj priateľ a ja sme sem prišli prvýkrát na nedávnu cestu do Vegas a nemohli sme byť viac spokojní s kvalitou jedla a služieb.  ,1
"Naozaj odporúčam toto miesto, s týmto miestom na šišky sa môžete pokaziť!  ",1
Príjemná atmosféra.  ,1
Odporúčam vám na to ušetriť miesto!  ,1
"Myslím, že sme možno mali voľno, ale bolo to hanebné.  ",0
Moja nedávna skúsenosť na tomto konkrétnom mieste však nebola taká dobrá.  ,0
"Viem, že to nie je ako ostatné reštaurácie, niečo je tu veľmi zlé!  ",0
VYHNITE SA TEJTO PREVÁDZKE!  ,0
"Myslím, že táto reštaurácia trpí tým, že sa dostatočne nesnaží.  ",0
Všetky tapas jedlá boli vynikajúce!  ,1
*srdcom* toto miesto.  ,1
Môj šalát mal nevýrazný vinič na detskej zelenine a srdciach Palm.  ,0
Po dvoch som sa cítil hnusne.  ,0
Dobré časy!  ,1
"Verím, že toto miesto je skvelou zastávkou pre tých, ktorí majú veľké brucho a túžia po sushi.  ",1
Veľkorysé porcie a skvelá chuť.  ,1
Nikdy sa na toto miesto nevrátim a nikdy toto miesto nikomu neodporučím!  ,0
"Servery niekoľkokrát prešli tam a späť, dokonca ani nie tak ako ""Pomáhajú vám?""  ",0
Jedlo bolo chutné!  ,1
HODINU... vážne?  ,0
Považujem to za krádež.  ,0
Fuj... Toto miesto potrebuje kompletnú opravu.  ,0
Nedávno sme boli svedkami jej nekvalitného manažmentu aj voči ostatným hosťom.  ,0
Čakal a čakal a čakal.  ,0
Náš server bol super milý a mnohokrát nás skontroloval.  ,1
"Pizza chutila stará, super žuvacia v nie dobrom zmysle.  ",0
"Vrhol som sa, aby som ich vyskúšal, ale bol som hlboko sklamaný.  ",0
Služba bola dobrá a spoločnosť bola lepšia!  ,1
Personál je tiež veľmi priateľský a efektívny.  ,1
"Čo sa týka obsluhy: Som fanúšik, pretože je rýchla a obsluhujú vás milí ľudia.  ",1
Chlapec bol suchý!  ,0
Nadhodnotené.  ,0
"Ak hľadáte autentické thajské jedlo, choďte inde.  ",0
Ich steaky sú    % odporúčané!  ,1
"Keď som zastavil svoje auto, čakal som ďalších  5 minút, kým som dostal potvrdenie.  ",0
Skvelé jedlo a skvelé služby v čistom a priateľskom prostredí.  ,1
"Celkovo vzaté, môžem vás ubezpečiť, že sa vrátim.  ",1
Neznášam tie veci rovnako ako lacné kvalitné čierne olivy.  ,0
"Moje raňajky boli pripravené skvele, s krásnou prezentáciou 3 obrovských plátkov toastu, jemne posypaných práškovým cukrom.  ",1
Detský kútik je hnusný!  ,0
"Skvelé miesto, kde si môžete vziať alebo najesť.  ",1
Čašníčka bola priateľská a rada sa prispôsobila vegánskym / vegetariánskym možnostiam.  ,1
"OMG, až do tohto jedla som mal pocit, že som nikdy nejedol thajské jedlo.  ",1
"Bolo to extrémne ""chrumkavé"" a dosť bez chuti.  ",0
Bola to bledá farba namiesto peknej a char a nemá žiadnu chuť.  ,0
"Krutóny tiež chutia ako domáce, čo je plus.  ",1
"Prišiel som domov, aby som videl tie najsuchšie prekliate krídla!  ",0
Bude to pravidelná zastávka na mojich cestách do Phoenixu!  ,1
"Crema Café sa mi veľmi páčilo predtým, ako sa rozšírili; Dokonca som povedal priateľom, že mali NAJLEPŠIE raňajky.  ",1
Nie je to dobré za peniaze.  ,0
"Chýba mi to a prajem si, aby ich mali vo Philadelphii!  ",1
"Posadili sme sa pomerne rýchlo, ale nakoniec sme čakali 4  minút na zadanie objednávky a ďalších 3  minút pred príchodom jedla.  ",0
Majú tiež najlepší syrový chrumkavý v meste.  ,1
"Dobrá hodnota, skvelé jedlo, skvelé služby.  ",1
Nemohli ste požiadať o uspokojivejšie jedlo.  ,1
Jedlo je dobré.  ,1
Bolo to úžasné.  ,1
Chcel som len odísť.  ,0
Prešli sme autom až zo Severného Scottsdale... a nebol som ani trochu sklamaný!  ,1
Už tam nebudem jesť.  ,0
"!....MAJITELIA NAOZAJ SKUTOČNE potrebujú prestať byť takí lacní, nech zabalia môj posratý sendvič do dvoch papierov, nie do jedného!  ",0
Skontroloval som toto miesto pred pár rokmi a nebol som ohromený.  ,0
"Kuracie mäso, ktoré som dostal, bolo určite zohriate a bolo v poriadku, kliny boli studené a mokré.  ",0
"Prepáčte, jedlo odtiaľto tak skoro nedostanem :(  ",0
Absolútna návšteva!  ,1
Kravský jazyk a lícne tacos sú úžasné.  ,1
Môjmu priateľovi sa nepáčila jeho Bloody Mary.  ,0
"Napriek tomu, ako tvrdo hodnotím podniky, je pre mňa skutočne zriedkavé dať   hviezdičku.  ",0
"Naozaj chcú, aby bola vaša skúsenosť dobrá.  ",1
nevrátim sa.  ,0
Mal som kuracie Pho a chutilo to veľmi nevýrazne.  ,0
Veľmi sklamanie!!!  ,0
Grilované kura bolo tak jemné a žlté od šafranového korenia.  ,1
"Drive thru znamená, že nechcete čakať pol hodiny na jedlo, ale akosi nás prinútia čakať a čakať.  ",0
Docela úžasné miesto.  ,1
Atmosféra je perfektná.  ,1
"Veľa šťastia novému manažmentu, ktorý nie je zameraný na neslušné služby a nie na služby zákazníkom.  ",0
Každá babička vie urobiť pečené kura lepšie ako toto.  ,0
Viackrát som požiadal o vínny lístok a po nejakom čase ignorovania som išiel za hostiteľkou a sám som si jeden dal.  ,0
"Personál je vždy super priateľský a ochotný, čo je obzvlášť skvelé, keď prinesiete dvoch malých chlapcov a dieťa!  ",1
Štyri hviezdičky za jedlo a chlapík v modrej košeli za skvelú atmosféru a stále nás necháva jesť!  ,1
Pečený hovädzí sendvič chutil naozaj dobre!  ,1
V ten istý večer sme obaja s ním drasticky chorí.  ,0
Kvalitné kura na kuracom Caesar šaláte.  ,1
"Prišiel objednaný burger rare, urobíme.  ",0
Okamžite nás privítali a usadili sa.  ,1
Snažil som sa sem ísť na obed a bol to blázinec.  ,0
"Tento sushi bar mi dokázal, že som sa mýlil, nielen preto, že kvalita je skvelá, ale aj služba je rýchla a jedlo bezchybné.  ",1
Po hodine čakania a usadení som nemal práve najlepšiu náladu.  ,0
Toto je dobrý kĺb.  ,1
Makaróny sú tu šialene dobré.  ,1
Ja tu nejem!  ,0
"Náš čašník bol veľmi pozorný, priateľský a poučný.  ",1
"Možno keby neboli studené, boli by trochu jedlé.  ",0
"Toto miesto má veľa prísľubov, ale neplní.  ",0
Veľmi zlé skúsenosti!  ,0
Aká chyba.  ,0
Jedlo bolo prinajlepšom priemerné.  ,0
Výborné jedlo.  ,1
Už sa čoskoro nevrátime!  ,0
Veľmi veľmi sklamaný si objednal tanier Big Bay Plater za 35 dolárov.  ,0
Skvelé miesto na oddych a skvelý burger a pivo.  ,1
Je PERFEKTNÝ na rodinné posedenie alebo stretnutie s niekoľkými priateľmi.  ,1
Nemajú veľa chuti a sú veľmi zle skonštruované.  ,0
Sedenie na terase bolo veľmi pohodlné.  ,1
Vyprážaná ryža bola tiež suchá.  ,0
Odovzdávam moju obľúbenú taliansku reštauráciu!  ,1
"To v mojej knihe kričí ""LEGITNÉ""... niečo také je tu vo Vegas dosť zriedkavé.  ",1
Nebol to len zábavný zážitok.  ,1
"Atmosféra bola skvelá s krásnym duom huslistov hrajúcich piesne, ktoré sme si vyžiadali.  ",1
"Veľmi pohodlné, pretože sme bývali v MGM!  ",1
Majitelia sú super priateľskí a personál je zdvorilý.  ,1
Obe skvelé!  ,1
Eklektický výber.  ,1
"Sladké zemiaky boli dobré, ale cibuľové krúžky boli dokonalé alebo také blízko, ako som mal.  ",1
Personál bol veľmi pozorný.  ,1
"A šéfkuchár bol štedrý na čas (dokonca prišiel dvakrát, aby sme sa s ním mohli odfotiť).  ",1
"Majiteľ pracoval v Nobu, takže toto miesto je naozaj podobné za polovičnú cenu.  ",1
"Google je priemerný a myslím si, že sa objaví Smashburger.  ",0
nechoď sem.  ,0
"Sľubujem, že nesklamú.  ",1
Ako milovník sushi sa tomuto miestu všetkými prostriedkami vyhýbajte.  ,0
Aký skvelý dvojitý cheeseburger!  ,1
Úžasný servis a jedlo.  ,1
Fantastický susedský klenot !!!  ,1
"Nemôžem sa dočkať, až sa vrátim.  ",1
"Plantainy boli najhoršie, aké som kedy ochutnal.  ",0
Je to skvelé miesto a veľmi ho odporúčam.  ,1
Služba bola pomalá a nie pozorná.  ,0
Vtedy som tomu dal 5 hviezdičiek a teraz tomu dávam 5 hviezdičiek.  ,1
Vaši zamestnanci trávia viac času rozprávaním sa sami so sebou ako ja.  ,0
Dezert: Panna Cotta bola úžasná.  ,1
"Veľmi dobré jedlo, skvelá atmosféra.   ",1
Sakra dobrý steak.  ,1
Úplné zlyhanie neskorých obedov.  ,0
"Ceny sú veľmi rozumné, chute sú na mieste, omáčka je domáca a šalát nie je zaliaty majonézou.  ",1
Výzdoba je pekná a zvuková stopa klavírnej hudby je príjemná.  ,1
"Steak bol úžasný...rge filet relleno bol najlepší tanier s morskými plodmi, aký som kedy mal!  ",1
"Dobré jedlo, dobré služby.  ",1
Bolo to úplne úžasné.  ,1
"Pravdepodobne sa nevrátim, aby som bol úprimný.  ",0
určite sa vráti!  ,1
Výborný je aj sendvič z hovädzieho seržanta s paprikou a omáčkou auju.  ,1
"Hawaiian Breeze, Mango Magic a Pineapple Delight sú smoothies, ktoré som doteraz skúšal a všetky sú dobré.  ",1
Išiel na obed - služba bola pomalá.  ,0
"Predtým, ako sme vošli, sme toho mali toľko povedať, že očakával, že to bude úžasné, ale rýchlo bol sklamaný.  ",0
Bol som ponížený.  ,0
"Netreba dodávať, že sa sem už nikdy nevrátime.  ",0
"V každom prípade, jedlo rozhodne nebolo vôbec sýte a za cenu, ktorú zaplatíte, by ste mali očakávať viac.  ",0
"Z čipsov, ktoré vyšli, kvapkala mastnota a väčšinou neboli jedlé.  ",0
Strip Steak na mňa naozaj nezapôsobil.  ,0
Chodím od roku 2  7 a každé jedlo bolo úžasné! !  ,1
"Náš server bol veľmi milý a pozorný, rovnako ako ostatní obsluhujúci personál.  ",1
Pokladník bol priateľský a dokonca mi priniesol jedlo.  ,1
Pracujem v pohostinskom priemysle v Paradise Valley a už som viac neodporúčal Cibo.  ,0
Atmosféra je tu zábavná.  ,1
Neodporúčam ostatným.  ,0
"Servis je rýchly a dokonca aj „to go“ objednávky sú také, aké sa nám páčia!  ",1
"Myslím to vážne, ako sa môžeš tak presláviť svojimi rybami a hranolkami, keď je to také hrozné!?!  ",0
"To znamená, že naše ústa a brucho boli stále celkom potešené.  ",1
Nie moja vec.  ,0
2 palec hore!!  ,1
"Ak to čítate, nechoďte tam.  ",0
"Miloval som grilovanú pizzu, pripomenula mi legitímnu taliansku pizzu.  ",1
Jediné plusy: Veľký priestor na sedenie/ Pekný bar/ Skvelý jednoduchý nápojový lístok/ NAJLEPŠIA pizza z tehlovej pece s domácim cestom!  ,1
Majú naozaj príjemnú atmosféru.  ,1
Dnes večer som mal špeciálny losí filet...a bolo to na hovno.  ,0
Po jednom uhryznutí ma to chytilo.  ,1
"Objednali sme si nejaké staré klasiky a nejaké nové jedlá, keď sme tam niekoľkokrát išli a boli sme veľmi sklamaní zo všetkého.  ",0
"Roztomilé, kuriózne, jednoduché, úprimné.  ",1
Kuracie mäso bolo lahodne ochutené a malo perfektné vyprážané zvonku a vlhké kurča zvnútra.  ,1
"Jedlo bolo skvelé ako vždy, komplimenty pre šéfkuchára.  ",1
"Špeciálne ďakujem Dylanovi T. za odporúčanie, čo si objednať :) Všetko mňamka pre moje bruško.  ",1
Úžasný výber piva.  ,1
Skvelé jedlo a úžasné služby!  ,1
"Jedna pekná vec bola, že k účtu pridali prepitné, pretože naša párty bola väčšia ako 6 alebo 8, a neočakávali viac prepitného.  ",1
V mojom jablkovom džúse bola MUCHA.. MUCHA!!!!!!!!  ,0
Kuracie Han Nan bolo tiež veľmi chutné.  ,1
"Pokiaľ ide o službu, myslel som si, že je dobrá.  ",1
"Jedlo bolo sotva vlažné, takže muselo sedieť a čakať, kým nám ho obsluha prinesie.  ",0
"Ryan's Bar je určite jedno zariadenie v Edinburghu, ktoré nebudem znova navštevovať.  ",0
"Najkrajšia čínska reštaurácia, v ktorej som bol už dlho.  ",1
Celkovo sa mi tam páči jedlo a služby.  ,1
"Teraz tiež podávajú indický chlieb naan s hummusom a pikantnou omáčkou z píniových orieškov, ktorá nebola z tohto sveta.  ",1
Pravdepodobne sa nikdy nevráti a neodporúčam to.  ,0
"Priateľove cestoviny -- tiež zlé, sotva sa ich dotkol.  ",0
Vyskúšajte ich na letisku a zažite chutné jedlo a rýchle a priateľské služby.  ,1
Milujem dekor s čínskym kaligrafickým nástenným papierom.  ,1
Nikdy sa tu nebolo na čo sťažovať.  ,1
Reštaurácia je veľmi čistá a má pocit rodinnej reštaurácie.  ,1
Bolo to príliš vyprážané.  ,0
"Nie som si istý, ako dlho sme tam stáli, ale bolo to dosť dlho na to, aby som sa začal cítiť trápne mimo.  ",0
"Keď som otvoril sendvič, bol som ohromený, ale nie v dobrom slova zmysle.  ",0
Už sa nevráti!  ,0
Rozsiahle menu ponúka veľa možností na raňajky.  ,1
"Počas večere si vždy objednávam z vegetariánskeho menu, ktoré má na výber širokú škálu možností.  ",1
"Sledoval som, ako ich ceny stúpajú, porcie sa zmenšujú a postoje manažmentu rýchlo rastú!  ",0
Nádherné lil tapas a atmosféra vo mne vyvolali pocit tepla a rozmazanosti.  ,1
Musím si vychutnať morský šalát s báječným viničom.  ,1
"Wontony boli tenké, nie husté a žuvacie, takmer sa rozplývali v ústach.  ",1
"Pikantná úroveň 5 bola perfektná, kde korenie neprehlušovalo polievku.  ",1
Sedeli sme presne načas a náš server bol od začiatku FANTASTICKÝ!  ,1
"Hlavná vec, ktorá sa mi nepáčila, je, že dav je zo starších ľudí, okolo 3  rokov a viac.  ",0
"Keď budem na tejto strane mesta, určite to bude miesto, kde sa znova stretnem!  ",1
"Musel som čakať viac ako 3  minút, aby som dostal svoj nápoj a dlhšie, aby som dostal 2 arepy.  ",0
Toto je SKVELÉ miesto na jedenie!  ,1
Jalapeno slanina je veľmi dobrá.  ,1
Služba bola zlá a to je pekné.  ,0
"Jedlo bolo dobré, služba bola dobrá, ceny boli dobré.  ",1
Miesto nebolo čisté a jedlo bolo také zastarané!  ,0
"Kuracie jedlá sú v poriadku, hovädzie mäso je ako koža z topánok.  ",0
Ale služba bola viac ako zlá.  ,0
"Som tak šťastný, že som tu!!!""  ",1
Chutilo ako špina.  ,0
"Jedno z mála miest vo Phoenixe, kam by som sa určite vrátil.  ",1
Blok bol úžasný.  ,1
"Je to blízko môjho domu, je to tiché, neokázalé, dostupné ceny, dobré jedlo.  ",1
* Polievky Hot & Sour a Vaječné kvetinové polievky mali absolútne 5 hviezdičiek!  ,1
"Moje sashimi bolo nekvalitné, bolo mokré a bez chuti.  ",0
Skvelý čas - rodinná večera v nedeľu večer.  ,1
"jedlo nie je vôbec chutné, nehovoriac o jeho „skutočnom tradičnom hunanskom štýle“.  ",0
"Čo mi vadilo, bola pomalá obsluha.  ",0
Flair barmani sú úplne úžasní!  ,1
Ich mrazené margarity sú na môj vkus príliš sladké.  ,0
"Boli také dobré, že sme si ich objednali dvakrát.  ",1
Takže v skratke:  ) Reštaurácia zaváňa kombináciou špinavého rybieho trhu a kanalizácie.  ,0
Teľacie mäso mojej priateľky bolo veľmi zlé.  ,0
Bohužiaľ to nebolo dobré.  ,0
Mal som celkom uspokojivý zážitok.  ,1
Pridajte sa do klubu a získajte skvelé ponuky prostredníctvom e-mailu.  ,1
"Ideálne pre niekoho (mňa), kto má rád pivo len ľadové, alebo v tomto prípade ešte chladnejšie.  ",1
"Jemný a bez chuti je dobrý spôsob, ako opísať sotva vlažné mäso.  ",0
"Reťaze, ktorých nie som fanúšik, toto miesto ľahko porazili.  ",0
Nachos sú MUST HAVE!  ,1
Už sa nevrátime.  ,0
"O tomto mieste nemám veľa slov, ale robí všetko celkom dobre.  ",1
"Personál je super milý a veľmi rýchly aj so šialenými davmi porotcov v centre mesta, právnikov a zamestnancov súdu.  ",1
"Skvelá atmosféra, priateľský a rýchly servis.  ",1
"Keď som dostal moju pitu, bola obrovská, bolo v nej veľa mäsa, takže palec hore.  ",1
"Akonáhle príde vaše jedlo, je to meh.  ",0
"Platiť 7,85 dolára za hot dog a hranolky, ktoré vyzerajú ako z detského jedla vo Wienerschnitzel, nie je moja predstava o dobrom jedle.  ",0
Klasický Maine Lobster Roll bol fantastický.  ,1
"Môj švagor, ktorý pracuje v obchodnom centre, tu jedol v ten istý deň a hádaj, čo mu bolo zle celú noc.  ",0
"Tak dobre, že budem musieť toto miesto zhodnotiť dvakrát - raz ako poctu miestu a raz ako poctu udalosti, ktorá sa tu konala včera večer.  ",1
"Čipy a salsa boli naozaj dobré, salsa bola veľmi čerstvá.  ",1
Toto miesto je skvelé!!!!!!!!!!!!!!!  ,1
Priemerná strava.  ,0
"Akonáhle sa dostanete dovnútra, budete ohromení miestom.  ",1
Som super nasratý.  ,0
A služba bola super priateľská.  ,1
Prečo je táto smutná malá zelenina taká prepečená?  ,0
Toto miesto bolo takým milým prekvapením!  ,1
Boli dozlatista chrumkavé a chutné.  ,1
"Vložil som do tohto miesta veľké nádeje, pretože hamburgery sa varia na grile na drevené uhlie, ale bohužiaľ chuť klesla, príliš plochá.  ",0
"Mohol by som jesť ich bruschetta celý deň, je to božské.  ",1
"Ani jeden zamestnanec nevyšiel, aby zistil, či sme v poriadku alebo či dokonca potrebujeme doplniť vodu, keď nám konečne naservírovali jedlo.  ",0
"Nakoniec tyčinky mozzarelly, boli to najlepšie, čo sme si objednali.  ",1
"Prvýkrát, keď som sem prišiel, mal som úžasný zážitok, stále hovorím ľuďom, aká úžasná bola kačica.  ",1
"Server veľmi zanedbal naše potreby a prinútil nás, aby sme sa cítili veľmi nevítaní... Toto miesto by som neodporúčal!  ",0
Služba bola však hrozná.  ,0
"Toto miesto je predražené, nie je v súlade s ich bobom a je to skutočne PREDRAŽENÉ!  ",0
Bolo to zabalené!!  ,0
Milujem toto miesto.  ,1
"Môžem povedať, že dezerty boli chutné.  ",1
Jedlo bolo hrozné.  ,0
Sezónnym ovocím bolo čerstvé biele broskyňové pyré.  ,1
"Bolo to stále horšie a horšie, takže teraz som oficiálne skončil.  ",0
Toto miesto by malo byť úprimne vyhodené do vzduchu.  ,0
Ale určite by som tu už nejedol.  ,0
Nestrácajte peniaze tu!  ,0
"Páči sa mi, že svoje jedlo dávajú do pekných plastových nádob, nie do malých papierových krabičiek.  ",1
"Krep bol jemný, tenký a vlhký.  ",1
Hrozná služba.  ,0
Už sem nikdy nepôjdem.  ,0
Kvalita jedla bola hrozná.  ,0
Služba je tu prinajlepšom spravodlivá.  ,0
"Milujem sushi, ale zistil som, že Kabuki je predražené, prehnané a málo ponúkané.  ",0
